"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.415839417E0,-1.252893861E-2,-1.972675145E-2,-1.330358505E-2,2.689060060E-2
6.425770417E0,-4.494403839E-2,-6.391006708E-3,-8.759129047E-4,4.540461185E-2
6.435700417E0,-4.705883011E-2,3.307594478E-2,-3.493711352E-3,5.762601525E-2
6.445630417E0,-4.564775079E-2,4.449380279E-2,-1.611492634E-3,6.376529266E-2
6.455560417E0,-4.388642326E-2,3.314552665E-2,-1.858537495E-2,5.805221999E-2
6.465491417E0,-3.476447448E-2,3.521310210E-2,-6.250556588E-2,7.972124567E-2
6.475421417E0,-4.233789783E-2,2.137917459E-2,-5.528483927E-2,7.284215917E-2
6.485351417E0,-3.577121884E-2,2.659430623E-2,-4.223736227E-2,6.140710050E-2
6.495282417E0,-5.662282839E-2,2.791987002E-2,3.473889291E-2,7.205868801E-2
6.505212417E0,-1.902493939E-2,4.065452099E-2,5.073512077E-2,6.774061467E-2
6.515142417E0,-1.715134531E-3,4.333079159E-2,2.802628934E-2,5.163305221E-2
6.525072417E0,-8.991555870E-4,1.974136949E-2,-4.502356052E-4,1.976696391E-2
6.535003417E0,-1.567163430E-3,-2.411333263E-2,-1.545009792E-2,2.868125411E-2
6.544933417E0,4.591964632E-3,-5.446915269E-2,-3.494529963E-2,6.487795234E-2
6.554863417E0,-1.535478830E-3,-2.566518366E-2,-3.444419324E-2,4.298211018E-2
6.564793417E0,-4.355488613E-2,-1.764221907E-2,-1.188037276E-2,4.847080829E-2
6.574724417E0,-9.221541479E-2,-3.728184700E-3,-3.112239003E-2,9.739704948E-2
6.584654417E0,-7.057863381E-2,1.161841750E-3,-7.417368472E-2,1.023935004E-1
6.594584417E0,-1.683135644E-2,-3.980199695E-3,-1.019590688E-1,1.034156093E-1
6.604515417E0,-1.073165070E-2,-1.345561266E-2,-1.228149176E-1,1.240150225E-1
6.614445417E0,-4.059191924E-2,-2.262229264E-2,-8.926359415E-2,1.006352884E-1
6.624375417E0,-3.448293105E-2,-5.596954823E-3,-2.850809991E-2,4.509002326E-2
6.634305417E0,-3.646279827E-2,-5.469485521E-3,-1.184821308E-2,3.872765268E-2
6.644236417E0,-6.315460682E-2,-5.694603324E-2,-2.961030006E-3,8.508891093E-2
6.654166417E0,-4.596101537E-2,-4.501654387E-2,-8.449986756E-2,1.062032569E-1
6.664096417E0,2.909179822E-2,-4.047735035E-2,-1.071970046E-1,1.182199070E-1
6.674026417E0,6.573750470E-2,-7.389301836E-2,-9.181239545E-2,1.349485593E-1
6.683957417E0,7.671068195E-2,-6.149458230E-2,-8.884902656E-2,1.325151384E-1
6.693887417E0,6.045874804E-2,-5.654432952E-2,-4.809978068E-2,9.573980529E-2
6.703817417E0,-1.052085858E-2,-6.973038554E-2,-2.413555205E-2,7.453549494E-2
6.713748417E0,1.109523788E-2,-6.939241648E-2,-3.446641266E-2,7.827097399E-2
6.723678417E0,3.475267041E-2,-4.324191391E-2,-5.263605058E-2,7.647329626E-2
6.733608417E0,4.576893434E-2,-4.457624853E-2,-2.865720391E-2,7.002194384E-2
6.743538417E0,3.021227092E-2,-6.359548688E-2,-3.611123443E-2,7.912767226E-2
6.753469417E0,3.825496987E-2,-6.432989717E-2,-2.922730744E-2,8.034932413E-2
6.763399417E0,2.113812312E-2,-6.753066301E-2,-2.704220295E-2,7.575283121E-2
6.773329417E0,5.291602258E-2,-5.323714435E-2,-3.800631702E-2,8.413548073E-2
6.783259417E0,9.078577057E-2,-1.607458055E-2,-2.761756897E-2,9.624540713E-2
6.793190417E0,7.480839998E-2,-2.054653108E-2,-1.587402105E-2,7.918611741E-2
6.803120417E0,8.969351068E-2,-4.634620070E-2,-2.963193476E-2,1.052185712E-1
6.813050417E0,1.351699381E-1,-2.603414297E-2,-2.851511657E-2,1.405766717E-1
6.822981417E0,9.618786693E-2,-1.921687424E-2,-5.234252036E-2,1.111806343E-1
6.832911417E0,6.006113738E-2,-2.046467006E-2,-7.365796030E-2,9.721953538E-2
6.842841417E0,1.698484585E-2,6.098061204E-3,-9.550958991E-2,9.719955300E-2
6.852771417E0,-3.287231550E-2,4.471307337E-2,-9.575692713E-2,1.106762718E-1
6.862702417E0,-8.545628931E-2,9.492019057E-2,-1.193182826E-1,1.747840740E-1
6.872632417E0,-1.107487495E-1,1.009562713E-1,-5.804297090E-2,1.607060693E-1
6.882562417E0,-9.744063288E-2,8.521965981E-2,-4.088431656E-2,1.357519602E-1
6.892492417E0,-1.840396509E-2,9.188314676E-2,-6.483041883E-2,1.139482417E-1
6.902423417E0,2.392125160E-2,6.526545167E-2,-5.039656699E-2,8.585813545E-2
6.912353417E0,3.280112565E-2,6.340077460E-2,-1.162484944E-2,7.232364197E-2
6.922283417E0,4.673270166E-2,6.592150927E-2,4.690811813E-2,9.343426745E-2
6.932214417E0,-4.715889059E-3,5.028430045E-2,9.551719129E-2,1.080476021E-1
6.942144417E0,1.319599628E-2,3.782856166E-2,7.771358907E-2,8.743303908E-2
6.952074417E0,4.674644262E-2,3.389104664E-2,4.051360309E-2,7.053499114E-2
6.962004417E0,8.916740745E-2,4.373717308E-3,3.517100215E-3,8.934386352E-2
6.971935417E0,1.184926923E-1,-1.749545395E-2,-5.881421864E-2,1.334380806E-1
6.981865417E0,8.412959263E-2,-1.468820572E-3,-8.728957415E-2,1.212411463E-1
6.991795417E0,2.777529761E-2,1.349595845E-2,-1.169782269E-1,1.209855926E-1
7.001725417E0,-6.213456005E-2,1.519691348E-2,-1.366634631E-1,1.508925176E-1
7.011656417E0,-8.427855045E-2,4.646139085E-2,-8.901801109E-2,1.310943981E-1
7.021586417E0,-6.440883458E-2,5.512345612E-2,-9.240354896E-2,1.254013925E-1
7.031516417E0,-4.174473435E-3,2.805786431E-2,-6.251959920E-2,6.865398941E-2
7.041447417E0,4.042914737E-2,-2.299066722E-2,-3.365832746E-2,5.741053687E-2
7.051377417E0,5.723298535E-2,-4.619709671E-2,-5.261500061E-2,9.043298427E-2
7.061307417E0,3.963228151E-2,-3.935117662E-2,-5.065852225E-2,7.540237871E-2
7.071237417E0,2.794457451E-2,-4.529019356E-2,-4.243207455E-2,6.806307242E-2
7.081168417E0,2.802892059E-2,-4.197891533E-2,-9.226438522E-2,1.051692279E-1
7.091098417E0,1.067924503E-2,-1.394794822E-2,-1.286188638E-1,1.298129565E-1
7.101028417E0,1.250924081E-2,-3.487279415E-3,-1.493565989E-1,1.499200982E-1
7.110959417E0,3.963388950E-3,-2.696794331E-2,-1.825290227E-1,1.845530345E-1
7.120889417E0,-8.985270113E-3,-3.011257589E-2,-1.529117060E-1,1.561073097E-1
7.130819417E0,-3.547151249E-2,-6.431177080E-2,-5.766816437E-2,9.338013302E-2
7.140749417E0,-2.652852505E-2,-4.398275614E-2,-1.568492210E-1,1.650452168E-1
7.150680417E0,-5.477635078E-3,-2.425951302E-2,-1.135131669E-1,1.162057121E-1
7.160610417E0,9.505270310E-3,-5.871247709E-2,-1.027209610E-1,1.186975187E-1
7.170540417E0,6.297246605E-2,-4.172573090E-2,-8.718373954E-2,1.153584524E-1
7.180470417E0,7.964346260E-2,-3.132119536E-2,-4.368045509E-2,9.608371647E-2
7.190401417E0,4.227891404E-2,-4.262386322E-2,-3.835247219E-2,7.124052506E-2
7.200331417E0,7.399651408E-3,-1.778138280E-3,-9.504064322E-3,1.217554333E-2
7.210261417E0,-6.192786098E-3,6.677520275E-4,-7.482681870E-3,9.735862591E-3
7.220192417E0,-1.986956969E-2,-1.065245748E-2,-7.387196839E-2,7.723562885E-2
7.230122417E0,1.583309054E-2,-1.500395536E-3,-1.201532650E-1,1.212012584E-1
7.240052417E0,-8.543366790E-3,8.647447228E-3,-1.449583232E-1,1.454671198E-1
7.249982417E0,-9.519705623E-3,3.176032126E-2,-1.285884583E-1,1.327943312E-1
7.259913417E0,-9.633433968E-3,5.901828647E-2,-1.002616221E-1,1.167405416E-1
7.269843417E0,-2.713312715E-2,6.467429817E-2,-1.202070594E-2,7.115805509E-2
7.279773417E0,3.415651023E-3,1.008562839E-1,-2.152360082E-3,1.009370563E-1
7.289703417E0,6.543458238E-2,1.150644332E-1,1.028525233E-3,1.323728304E-1
7.299634417E0,8.777547777E-2,1.049949431E-1,-2.878584266E-3,1.368822809E-1
7.309564417E0,4.673123986E-2,7.277620018E-2,-3.138668418E-2,9.200710861E-2
7.319494417E0,2.697890684E-2,5.845929265E-2,-5.492172718E-2,8.462710221E-2
7.329425417E0,-4.528814703E-3,5.840666771E-2,-6.998766303E-2,9.126950187E-2
7.339355417E0,-1.204552006E-2,8.705685496E-2,-3.468042076E-2,9.448133220E-2
7.349285417E0,-2.155283689E-3,8.584765077E-2,6.347152591E-3,8.610894690E-2
7.359215417E0,-5.454136580E-3,8.795030951E-2,2.041087568E-2,9.045224373E-2
7.369146417E0,-6.825747192E-3,8.351636589E-2,7.969754934E-4,8.379862389E-2
7.379076417E0,-3.100339919E-3,5.991232574E-2,-2.133005798E-2,6.367158123E-2
7.389006417E0,4.470156167E-2,4.965338588E-2,-3.543997407E-2,7.562856674E-2
7.398936417E0,6.996544361E-2,1.764455795E-2,-7.595006883E-2,1.047611888E-1
7.408867417E0,8.697031617E-2,1.180611312E-2,-1.139809442E-1,1.438571369E-1
7.418797417E0,4.205818165E-2,3.264792860E-2,-1.040716678E-1,1.169003418E-1
7.428727417E0,-2.537998572E-2,5.045270026E-2,-6.418488622E-2,8.549455104E-2
7.438658417E0,-6.216496557E-2,6.084729552E-2,-3.784961164E-2,9.486553335E-2
7.448588417E0,-1.989456654E-2,4.625907719E-2,-2.742928863E-2,5.734162428E-2
7.458518417E0,3.260933697E-2,6.193195403E-2,-5.387566030E-2,8.832622804E-2
7.468448417E0,5.644788701E-2,5.449078739E-2,-5.489424527E-2,9.575483289E-2
7.478379417E0,3.382336512E-2,2.548391998E-2,-6.206936359E-2,7.514024290E-2
7.488309417E0,6.574726224E-2,3.351097763E-2,-3.647493124E-2,8.231712290E-2
7.498239417E0,1.077203304E-2,4.011657715E-2,-4.510542154E-2,6.131782376E-2
7.508170417E0,-1.255806506E-2,1.664234519E-2,-7.730194509E-2,8.006412034E-2
7.518100417E0,-1.364067703E-2,8.309478164E-3,-1.391304034E-1,1.400442239E-1
7.528030417E0,-2.901125282E-2,2.823854327E-2,-1.788791907E-1,1.834034705E-1
7.537960417E0,-3.606182545E-2,2.790057421E-2,-1.799995172E-1,1.856844729E-1
7.547891417E0,7.977392860E-3,5.762197137E-2,-1.675361770E-1,1.773479659E-1
7.557821417E0,2.774518445E-2,1.629735947E-2,-1.342380381E-1,1.380407550E-1
7.567751417E0,6.579963136E-2,-8.160958886E-3,-1.623274773E-1,1.753465216E-1
7.577681417E0,1.277169308E-1,-2.649256468E-2,-1.690804267E-1,2.135454544E-1
7.587612417E0,1.806655151E-1,-3.683921278E-2,-1.406033170E-1,2.318759338E-1
7.597542417E0,1.791524018E-1,-3.079728484E-2,-1.045587409E-1,2.097059516E-1
7.607472417E0,1.520246834E-1,-1.079512954E-2,-8.437473714E-2,1.742042923E-1
7.617403417E0,1.159074921E-1,-2.845489025E-2,-8.820115507E-2,1.484037441E-1
7.627333417E0,1.424239938E-1,7.227158546E-3,-1.180079216E-1,1.851018514E-1
7.637263417E0,1.767163056E-1,3.041312277E-2,-1.177056205E-1,2.144952769E-1
7.647193417E0,1.362655601E-1,6.302129030E-3,-1.051726985E-1,1.722478337E-1
7.657124417E0,1.383924848E-1,1.222945154E-2,-1.485420817E-1,2.033882724E-1
7.667054417E0,1.190551579E-1,2.751348853E-2,-1.686103106E-1,2.082319848E-1
7.676984417E0,1.472995484E-1,1.874383450E-2,-1.998964226E-1,2.490121846E-1
7.686914417E0,1.999987489E-1,4.988844395E-2,-1.539606965E-1,2.572785503E-1
7.696845417E0,2.115008068E-1,9.052834690E-2,-2.105325079E-1,3.118523846E-1
7.706775417E0,1.914615582E-1,9.094466865E-2,-2.585796636E-1,3.343529624E-1
7.716705417E0,1.931060511E-1,1.055527675E-1,-3.113578016E-1,3.812807552E-1
7.726636417E0,1.898359957E-1,1.254467493E-1,-2.879145598E-1,3.669732769E-1
7.736566417E0,2.285121113E-1,1.599435675E-1,-2.683462679E-1,3.870522566E-1
7.746496417E0,2.796415171E-1,1.455009449E-1,-2.605180156E-1,4.089493117E-1
7.756426417E0,2.778168935E-1,1.429211533E-1,-2.100401723E-1,3.764645486E-1
7.766357417E0,2.382028480E-1,1.658773220E-1,-2.233028269E-1,3.662240233E-1
7.776287417E0,1.832045223E-1,1.643991458E-1,-2.670978874E-1,3.632248031E-1
7.786217417E0,1.763090470E-1,1.705667889E-1,-2.932296789E-1,3.823108083E-1
7.796148417E0,2.266514177E-1,1.629519600E-1,-2.293079174E-1,3.612565949E-1
7.806078417E0,2.508266942E-1,1.277493829E-1,-1.765824044E-1,3.322879488E-1
7.816008417E0,3.107169467E-1,1.398607206E-1,-1.356004393E-1,3.667335835E-1
7.825938417E0,4.143725851E-1,1.242679507E-1,-1.044382882E-1,4.450331661E-1
7.835869417E0,4.314997010E-1,8.833856463E-2,-6.545665562E-2,4.452867253E-1
7.845799417E0,3.539949672E-1,1.001557875E-1,-8.435134828E-2,3.774371054E-1
7.855729417E0,2.711593634E-1,1.029788232E-1,-1.100317347E-1,3.102241464E-1
7.865659417E0,1.257009936E-1,1.251748538E-1,-1.229429716E-1,2.158343302E-1
7.875590417E0,2.441300243E-2,1.558680582E-1,-2.166264760E-1,2.679885751E-1
7.885520417E0,3.906071618E-2,1.710053301E-1,-3.119419384E-1,3.578775425E-1
7.895450417E0,6.468716204E-2,1.310665083E-1,-3.778254408E-1,4.051109999E-1
7.905381417E0,4.910199344E-2,1.269161546E-1,-3.992619181E-1,4.218160681E-1
7.915311417E0,3.851681549E-2,1.353378993E-1,-3.069735593E-1,3.376872194E-1
7.925241417E0,4.258483306E-2,1.487806481E-1,-2.249692833E-1,2.730573707E-1
7.935171417E0,6.810953736E-2,1.660895759E-1,-1.964828181E-1,2.661393509E-1
7.945102417E0,8.840273783E-2,1.445788389E-1,-1.902935404E-1,2.548131006E-1
7.955032417E0,1.144197777E-1,1.422604179E-1,-2.111043656E-1,2.790966951E-1
7.964962417E0,1.242235118E-1,1.484467721E-1,-2.568021101E-1,3.215824137E-1
7.974893417E0,1.320793922E-1,1.556218904E-1,-2.864568490E-1,3.517394845E-1
7.984823417E0,1.155023897E-1,1.431076795E-1,-3.250461334E-1,3.734643206E-1
7.994753417E0,1.032910645E-1,1.440672076E-1,-3.301068985E-1,3.746931662E-1
8.004683417E0,9.507941756E-2,1.623871189E-1,-3.646329528E-1,4.103253128E-1
8.014614417E0,4.076284066E-2,1.881938052E-1,-3.562860525E-1,4.049916896E-1
8.024544417E0,3.231185988E-2,2.042479205E-1,-3.278931427E-1,3.876534307E-1
8.034474417E0,2.218057204E-2,2.230133897E-1,-3.088774127E-1,3.816178793E-1
8.044404417E0,1.494519085E-2,2.229309440E-1,-3.153046721E-1,3.864435286E-1
8.054335417E0,6.787186632E-2,2.300066596E-1,-3.540951008E-1,4.276599047E-1
8.064265417E0,6.922123924E-2,2.286261320E-1,-3.660450554E-1,4.370932061E-1
8.074195417E0,4.561325222E-2,2.123217559E-1,-3.257366896E-1,3.914913635E-1
8.084126417E0,3.019867614E-2,2.628837991E-1,-2.677808422E-1,3.764657107E-1
8.094056417E0,-4.335140303E-2,3.015906125E-1,-1.983743924E-1,3.635775588E-1
8.103986417E0,-1.072181824E-1,3.094369912E-1,-1.752205878E-1,3.714151916E-1
8.113916417E0,-1.174236386E-1,3.297899795E-1,-1.860502160E-1,3.964396856E-1
8.123847417E0,-1.235060402E-1,3.507265198E-1,-3.417972368E-1,5.050625553E-1
8.133777417E0,-1.696421797E-1,3.274347210E-1,-5.732510823E-1,6.816221600E-1
8.143707417E0,-1.447643419E-1,2.846740329E-1,-7.160044205E-1,7.840014987E-1
8.153637417E0,-1.465432110E-1,2.461794734E-1,-9.194150198E-1,9.630177695E-1
8.163569042E0,-5.410604060E-2,2.884519190E-1,-8.606680441E-1,9.093302235E-1
8.173499042E0,-7.584759638E-2,2.553315353E-1,-7.727487248E-1,8.173662842E-1
8.183429042E0,-1.142902619E-1,2.778731364E-1,-5.667244202E-1,6.414454866E-1
8.193360042E0,-1.507105216E-1,3.317353481E-1,-3.472737390E-1,5.033498309E-1
8.203290042E0,-1.911023382E-1,4.495438796E-1,-1.481058794E-1,5.104362398E-1
8.213220042E0,-2.691296487E-1,5.158764482E-1,3.352325678E-2,5.828233749E-1
8.223150042E0,-3.791837490E-1,5.812413025E-1,1.482432890E-1,7.096462780E-1
8.233081042E0,-3.948585261E-1,6.896890265E-1,2.285781848E-1,8.269414704E-1
8.243011042E0,-4.189956862E-1,7.497434396E-1,1.994648981E-1,8.817362734E-1
8.252941042E0,-4.554636008E-1,8.336369509E-1,1.203684425E-1,9.575417586E-1
8.262872042E0,-4.877279520E-1,9.075849330E-1,2.100436807E-2,1.030548470E0
8.272802042E0,-5.490880483E-1,9.267246240E-1,-1.318009186E-1,1.085213203E0
8.282732042E0,-5.761605106E-1,9.963029820E-1,-3.217231607E-1,1.195025673E0
8.292662042E0,-5.688070522E-1,9.759535021E-1,-4.867280781E-1,1.230012570E0
8.302593042E0,-5.143501787E-1,9.273286414E-1,-5.843438351E-1,1.210765144E0
8.312523042E0,-4.812819815E-1,9.274935329E-1,-6.759363753E-1,1.244494509E0
8.322453042E0,-4.548549056E-1,8.772256047E-1,-6.730940437E-1,1.195605846E0
8.332383042E0,-4.593693946E-1,8.505587929E-1,-7.149226856E-1,1.202324809E0
8.342314042E0,-4.410886596E-1,8.313161910E-1,-7.977274454E-1,1.233699677E0
8.352244042E0,-4.354626149E-1,8.490332544E-1,-9.507531720E-1,1.347002877E0
8.362174042E0,-4.365427418E-1,8.716035068E-1,-1.055001426E0,1.436415764E0
8.372105042E0,-4.157716776E-1,8.654463887E-1,-1.115560454E0,1.471848724E0
8.382035042E0,-3.556259018E-1,8.710918754E-1,-1.171503689E0,1.502561723E0
8.391965042E0,-2.692006923E-1,8.585098368E-1,-1.214132815E0,1.511167312E0
8.401895042E0,-1.921446227E-1,8.043634504E-1,-1.202790971E0,1.459666481E0
8.411826042E0,-5.629757702E-2,7.998637256E-1,-1.291169297E0,1.519891295E0
8.421756042E0,1.088605374E-2,8.240519026E-1,-1.303731455E0,1.542366931E0
8.431686042E0,1.794455666E-2,7.965255502E-1,-1.260439255E0,1.491134492E0
8.441617042E0,-1.132898033E-4,8.404770237E-1,-1.220272391E0,1.481710616E0
8.451547042E0,-1.194957456E-1,9.278414422E-1,-1.177174319E0,1.503631721E0
8.461477042E0,-2.497433148E-1,9.854169282E-1,-1.070472574E0,1.476255322E0
8.471407042E0,-3.170016803E-1,1.071833805E0,-1.015402912E0,1.510086370E0
8.481338042E0,-2.657562438E-1,1.111452785E0,-9.185794526E-1,1.466199810E0
8.491268042E0,-1.912520452E-1,1.102216523E0,-8.640927583E-1,1.413546923E0
8.501198042E0,-1.156397992E-1,1.109881053E0,-7.900132138E-1,1.367234213E0
8.511129042E0,-8.044380024E-2,1.120592860E0,-7.029405713E-1,1.325264128E0
8.521059042E0,-9.335079789E-3,1.158384876E0,-6.134255469E-1,1.310814086E0
8.530989042E0,-9.642497152E-3,1.190377917E0,-5.142234403E-1,1.296733708E0
8.540919042E0,-7.377417371E-2,1.208089718E0,-4.216930068E-1,1.281697463E0
8.550850042E0,-1.201064507E-1,1.227692508E0,-2.448872387E-1,1.257626421E0
8.560780042E0,-1.727812757E-1,1.247496443E0,-3.788411021E-3,1.259410615E0
8.570710042E0,-1.194237883E-1,1.259557495E0,1.475012773E-1,1.273775392E0
8.580640042E0,-1.179938883E-2,1.320610027E0,3.278627372E-1,1.360751279E0
8.590571042E0,4.436472550E-2,1.344686522E0,4.838255203E-1,1.429768235E0
8.600501042E0,5.992211983E-2,1.382045553E0,6.180156112E-1,1.515118433E0
8.610431042E0,2.789618880E-2,1.411551772E0,7.164160645E-1,1.583195686E0
8.620362042E0,-8.973502591E-2,1.340506933E0,8.074887872E-1,1.567497800E0
8.630292042E0,-1.900371400E-1,1.196932061E0,9.628563237E-1,1.547854248E0
8.640222042E0,-2.480429810E-1,1.152985557E0,1.037015390E0,1.570446413E0
8.650152042E0,-2.510556127E-1,1.057404047E0,1.173940809E0,1.599771628E0
8.660083042E0,-1.709880808E-1,9.709588104E-1,1.180476242E0,1.538025388E0
8.670013042E0,7.003067661E-2,9.425951368E-1,1.070135774E0,1.427788662E0
8.679943042E0,2.947871213E-1,8.510593146E-1,1.005333422E0,1.349776534E0
8.689874042E0,4.134829313E-1,7.440160918E-1,9.484721732E-1,1.274412627E0
8.699804042E0,4.632402879E-1,6.567095608E-1,9.181222004E-1,1.220166950E0
8.709734042E0,4.812124361E-1,5.875697440E-1,9.223438901E-1,1.194789464E0
8.719664042E0,4.077511981E-1,4.739770550E-1,8.869489396E-1,1.085169899E0
8.729595042E0,3.858323621E-1,3.842690724E-1,7.945027059E-1,9.632050048E-1
8.739525042E0,3.742627323E-1,3.189059722E-1,6.432942939E-1,8.096920158E-1
8.749455042E0,3.877033249E-1,2.343581575E-1,5.509170574E-1,7.132651809E-1
8.759385042E0,4.696470821E-1,1.899672657E-1,4.807528085E-1,6.984119176E-1
8.769316042E0,5.005093807E-1,1.680261737E-1,4.343493050E-1,6.836678682E-1
8.779246042E0,4.313030519E-1,1.058515602E-1,4.033286566E-1,5.999173948E-1
8.789176042E0,4.538297791E-1,9.764616251E-2,3.653281868E-1,5.907291473E-1
8.799107042E0,4.418501133E-1,7.933151364E-2,1.835359132E-1,4.849849927E-1
8.809037042E0,3.646399695E-1,4.097144008E-2,-4.610412598E-2,3.698196272E-1
8.818967042E0,2.519698614E-1,2.426769912E-2,-2.625914383E-1,3.647355148E-1
8.828897042E0,1.186136931E-1,-1.479637921E-2,-5.244929051E-1,5.379413988E-1
8.838828042E0,7.100683272E-2,-2.124293447E-2,-7.103127408E-1,7.141690432E-1
8.848758042E0,9.864895999E-2,-6.287744880E-2,-8.236294413E-1,8.318958152E-1
8.858688042E0,1.595472725E-1,-1.270582420E-1,-9.590176266E-1,9.804661836E-1
8.868619042E0,2.513865651E-1,-1.765011281E-1,-9.756348288E-1,1.022844647E0
8.878549042E0,3.480598971E-1,-2.131082064E-1,-8.913641721E-1,9.803524300E-1
8.888479042E0,3.711618076E-1,-2.430629075E-1,-8.526357239E-1,9.611598942E-1
8.898409042E0,3.926699499E-1,-2.927601475E-1,-6.282499927E-1,7.966154950E-1
8.908340042E0,3.220080663E-1,-3.354898453E-1,-4.687806344E-1,6.603013814E-1
8.918270042E0,2.675066078E-1,-3.044779676E-1,-4.674521470E-1,6.186906559E-1
8.928200042E0,2.601815084E-1,-3.562030220E-1,-5.336894059E-1,6.923867360E-1
8.938131042E0,2.700684557E-1,-4.130151540E-1,-6.594133133E-1,8.236166620E-1
8.948061042E0,3.144126794E-1,-4.665703869E-1,-8.405676556E-1,1.011482695E0
8.957991042E0,3.404247491E-1,-4.981868666E-1,-1.024670164E0,1.189129139E0
8.967921042E0,3.208836833E-1,-4.816170269E-1,-1.171059301E0,1.306254640E0
8.977852042E0,2.841977772E-1,-4.334470797E-1,-1.333796668E0,1.430964115E0
8.987782042E0,2.592078373E-1,-3.497634834E-1,-1.452084087E0,1.515939112E0
8.997712042E0,2.373740417E-1,-3.021706563E-1,-1.471632498E0,1.520971975E0
9.007642042E0,2.341982362E-1,-2.525757426E-1,-1.479105240E0,1.518682201E0
9.017573042E0,2.881556113E-1,-1.733962566E-1,-1.325283122E0,1.367287560E0
9.027503042E0,3.261603203E-1,-1.184008545E-1,-1.190959715E0,1.240477472E0
9.037433042E0,3.213584407E-1,-7.930695534E-2,-1.005895924E0,1.058955830E0
9.047364042E0,2.445809908E-1,-2.416654229E-2,-9.308211833E-1,9.627211217E-1
9.057294042E0,1.371686991E-1,1.303695202E-2,-8.737997210E-1,8.845966123E-1
9.067224042E0,-5.246523879E-3,8.892679453E-2,-8.586045617E-1,8.632133538E-1
9.077154042E0,-1.739609514E-1,1.508511472E-1,-8.337404466E-1,8.649517983E-1
9.087085042E0,-2.440620504E-1,2.529406089E-1,-8.572825062E-1,9.265411656E-1
9.097015042E0,-2.854983442E-1,2.971373731E-1,-7.767640078E-1,8.792964499E-1
9.106945042E0,-2.740340008E-1,3.517825270E-1,-7.414468253E-1,8.652103643E-1
9.116876042E0,-2.181204396E-1,3.640926701E-1,-5.715296620E-1,7.118891439E-1
9.126806042E0,-1.955146288E-1,3.478771716E-1,-3.758449888E-1,5.481824078E-1
9.136736042E0,-1.384249003E-1,3.867851293E-1,-2.002981263E-1,4.570377760E-1
9.146666042E0,-1.148343453E-1,4.237576586E-1,-5.301904321E-2,4.422312732E-1
9.156597042E0,-1.566334587E-1,4.293394107E-1,1.134687281E-1,4.708943854E-1
9.166526917E0,-2.381572397E-1,4.647150654E-1,2.721680081E-1,5.888585462E-1
9.176456917E0,-3.321648261E-1,5.388694543E-1,3.426912761E-1,7.198271120E-1
9.186387917E0,-3.615865535E-1,6.019959944E-1,4.754084533E-1,8.480313735E-1
9.196317917E0,-3.527843743E-1,6.568908244E-1,5.376351070E-1,9.192463643E-1
9.206247917E0,-2.305856802E-1,7.197635955E-1,5.777949536E-1,9.513550324E-1
9.216178917E0,-1.431733876E-1,8.005756241E-1,5.280842650E-1,9.696870319E-1
9.226108917E0,-8.480991617E-2,8.265910560E-1,3.565965396E-1,9.042160073E-1
9.236038917E0,-2.045911521E-2,8.049984580E-1,1.960922241E-1,8.287902347E-1
9.245968917E0,3.070402175E-2,8.465826863E-1,1.444461071E-1,8.593658473E-1
9.255899917E0,-1.121759087E-2,8.607592607E-1,3.069133329E-1,9.139081645E-1
9.265829917E0,-2.287622260E-1,7.404896361E-1,5.325877905E-1,9.403758885E-1
9.275759917E0,-5.501844013E-1,6.782933879E-1,6.203205836E-1,1.071252735E0
9.285690917E0,-6.296982019E-1,7.271264094E-1,9.501462311E-1,1.352039386E0
9.295620917E0,-5.485746628E-1,7.672991198E-1,1.384902502E0,1.675600502E0
9.305550917E0,-4.337164170E-1,8.130372101E-1,1.631314695E0,1.873586686E0
9.315480917E0,-2.221921483E-1,9.486768258E-1,1.713839373E0,1.971446795E0
9.325411917E0,-2.075314245E-1,8.286557078E-1,1.782575147E0,1.976692624E0
9.335341917E0,-2.499889344E-1,7.852249289E-1,1.824847008E0,2.002283511E0
9.345271917E0,-2.902807818E-1,7.674032003E-1,1.869472958E0,2.041592453E0
9.355202917E0,-3.268904914E-1,7.350055325E-1,1.832916750E0,2.001667889E0
9.365132917E0,-2.664023611E-1,6.950713885E-1,1.638643010E0,1.799790368E0
9.375062917E0,-1.904563853E-1,6.042740697E-1,1.244803800E0,1.396766726E0
9.384992917E0,-1.596307415E-1,4.503250676E-1,6.802744246E-1,8.312929284E-1
9.394923917E0,-1.409866020E-1,2.235045558E-1,3.652872562E-2,2.667692940E-1
9.404853917E0,-1.140952572E-1,-1.734284163E-3,-4.808750153E-1,4.942282021E-1
9.414783917E0,-1.910598180E-1,-1.829172778E-1,-9.055454242E-1,9.433849161E-1
9.424714917E0,-2.665635981E-1,-3.148386490E-1,-1.115907193E0,1.189717778E0
9.434644917E0,-2.631855154E-1,-4.072603244E-1,-1.202070594E0,1.296187216E0
9.444574917E0,-2.455995758E-1,-5.204057014E-1,-1.170931832E0,1.304692531E0
9.454505917E0,-1.783000240E-1,-5.930234420E-1,-1.070093674E0,1.236352770E0
9.464435917E0,-1.245360455E-1,-6.446105021E-1,-9.531306499E-1,1.157363366E0
