"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.203621513E1,2.034567922E-2,5.700409609E-1,8.234885234E-1,1.001745473E0
2.204614513E1,2.776331082E-3,5.066243988E-1,1.062523869E0,1.177129118E0
2.205607612E1,-2.592165716E-2,4.515383649E-1,1.138761036E0,1.225289975E0
2.206600612E1,-3.034982666E-2,3.998197424E-1,1.179427836E0,1.245723468E0
2.207593612E1,-1.130756490E-2,3.832943416E-1,1.088780791E0,1.154333584E0
2.208586713E1,-1.044082481E-1,3.319563729E-1,8.633209258E-1,9.308163819E-1
2.209579713E1,-2.598891476E-1,2.353621244E-1,5.162910157E-1,6.240946335E-1
2.210572713E1,-3.709111083E-1,1.836756617E-1,3.818816543E-2,4.156562701E-1
2.211565812E1,-5.000200418E-1,7.915492773E-2,-3.815349144E-1,6.339198969E-1
2.212558812E1,-6.964150786E-1,-8.561142325E-2,-6.857211059E-1,9.810895538E-1
2.213551812E1,-8.700413501E-1,-2.263164818E-1,-9.421870011E-1,1.302270112E0
2.214544913E1,-9.996785796E-1,-3.179961455E-1,-1.055000256E0,1.487785049E0
2.215537913E1,-1.150727216E0,-4.046232301E-1,-1.015991727E0,1.587492448E0
2.216530913E1,-1.159556512E0,-4.240728235E-1,-8.623204672E-1,1.505989924E0
2.217524012E1,-1.094699927E0,-4.196336174E-1,-7.648508906E-1,1.399806125E0
2.218516987E1,-9.411669543E-1,-4.498584598E-1,-8.211449593E-1,1.327571811E0
2.219510088E1,-7.354184190E-1,-5.072939050E-1,-1.007692773E0,1.346711581E0
2.220503088E1,-5.822655885E-1,-5.702730954E-1,-1.219787073E0,1.467012311E0
2.221496088E1,-4.757761701E-1,-5.920253223E-1,-1.333667445E0,1.534772230E0
2.222489187E1,-5.375892064E-1,-5.894350058E-1,-1.344995255E0,1.563792831E0
2.223482187E1,-6.267390722E-1,-5.385542893E-1,-1.323383946E0,1.560188340E0
2.224475187E1,-6.825200477E-1,-4.670422572E-1,-1.292415338E0,1.534372670E0
2.225468288E1,-7.161755247E-1,-4.221689701E-1,-1.273027140E0,1.520438135E0
2.226461288E1,-6.596280523E-1,-4.319618869E-1,-1.294026246E0,1.515323122E0
2.227454288E1,-5.491953447E-1,-4.614920801E-1,-1.325611736E0,1.507261404E0
2.228447387E1,-2.929210190E-1,-4.967209697E-1,-1.339346260E0,1.458212210E0
2.229440387E1,3.707565956E-2,-5.148701423E-1,-1.213042894E0,1.318309118E0
2.230433387E1,2.304541178E-1,-5.438723320E-1,-1.068702621E0,1.221078010E0
2.231426488E1,3.962679975E-1,-5.260470951E-1,-9.641976750E-1,1.167660494E0
2.232419488E1,4.424466754E-1,-5.035703981E-1,-8.139441133E-1,1.054441666E0
2.233412487E1,4.007517886E-1,-4.677790064E-1,-6.500770640E-1,8.955553495E-1
2.234405588E1,4.055726717E-1,-3.516088647E-1,-5.190479779E-1,7.466785046E-1
2.235398588E1,4.382143146E-1,-1.835756743E-1,-3.371545476E-1,5.825847601E-1
2.236391588E1,5.141609482E-1,-4.834477901E-2,-2.031381190E-1,5.549448564E-1
2.237384687E1,6.118552771E-1,9.165042758E-2,-2.014231306E-1,6.506442642E-1
2.238377687E1,6.032361889E-1,1.722215509E-1,-2.988973850E-1,6.949056115E-1
2.239370788E1,4.844884484E-1,1.705901778E-1,-3.470416045E-1,6.198934913E-1
2.240363788E1,3.935668762E-1,1.645757318E-1,-3.996466649E-1,5.845489836E-1
2.241356788E1,3.436164518E-1,1.804444903E-1,-2.396487182E-1,4.561403163E-1
2.242349887E1,3.173295629E-1,2.055699760E-1,-6.000412703E-3,3.781442469E-1
2.243342887E1,3.245032194E-1,2.628101242E-1,2.427155828E-1,4.829931210E-1
2.244335887E1,3.059459111E-1,2.555385268E-1,5.514181638E-1,6.804151898E-1
2.245328988E1,2.657509813E-1,2.616944754E-1,8.358735108E-1,9.153098430E-1
2.246321988E1,1.938776643E-1,2.662225592E-1,1.088492523E0,1.137224240E0
2.247314988E1,1.535546073E-1,2.546900958E-1,1.370913624E0,1.402800850E0
2.248308087E1,1.486970329E-1,2.511455137E-1,1.614197556E0,1.640371490E0
2.249301087E1,1.491240989E-1,3.011041242E-1,1.752823344E0,1.784738459E0
2.250294087E1,1.300983556E-1,3.938029575E-1,1.705059194E0,1.754774403E0
2.251287188E1,3.174467996E-2,4.449275029E-1,1.375779092E0,1.446283623E0
2.252280188E1,-1.735010679E-1,3.885182440E-1,7.852366233E-1,8.931100722E-1
2.253273188E1,-4.380602404E-1,2.876607907E-1,2.519331336E-1,5.814772640E-1
2.254266287E1,-7.011079077E-1,1.939100432E-1,9.056635380E-2,7.330454744E-1
2.255259287E1,-8.757910634E-1,6.542625010E-2,1.369669336E-1,8.888478620E-1
2.256252287E1,-8.286951035E-1,3.936462522E-2,2.959907341E-1,8.808493985E-1
2.257245388E1,-4.332102674E-1,7.504959762E-2,4.982003152E-1,6.644600304E-1
2.258238387E1,3.898148641E-2,8.517639041E-3,7.566665429E-1,7.577178654E-1
2.259231488E1,3.586383873E-1,-1.014024138E-1,8.998245084E-1,9.739548698E-1
2.260224488E1,5.589805140E-1,-1.723379105E-1,9.137794733E-1,1.084966588E0
2.261217488E1,6.371634152E-1,-2.120352423E-1,9.251441216E-1,1.143165696E0
2.262210587E1,6.731560242E-1,-2.225508749E-1,9.502047032E-1,1.185561851E0
2.263203587E1,6.173066363E-1,-2.012453753E-1,9.322514123E-1,1.136072128E0
2.264196587E1,4.808982579E-1,-1.519410682E-1,7.994406796E-1,9.452272863E-1
2.265189688E1,3.967653032E-1,-8.012264192E-2,6.283885717E-1,7.474721002E-1
2.266182688E1,3.004837346E-1,-3.332211256E-2,5.098257494E-1,5.927251747E-1
2.267175688E1,2.652682936E-1,-3.338760138E-3,2.991523236E-1,3.998381268E-1
2.268168787E1,2.065141917E-1,-1.681659222E-2,3.305606425E-2,2.098180462E-1
2.269161787E1,1.641095625E-1,-6.462108850E-2,-2.879046196E-1,3.376342748E-1
2.270154787E1,1.626520709E-1,-7.240139365E-2,-5.186421812E-1,5.483496786E-1
2.271147888E1,2.229815224E-1,-8.333334804E-2,-6.456062829E-1,6.880935102E-1
2.272140888E1,2.761392177E-1,-8.821752727E-2,-7.030446517E-1,7.604649775E-1
2.273133987E1,3.848828839E-1,-5.362715364E-2,-6.548945850E-1,7.615100941E-1
2.274126987E1,4.117080089E-1,-9.887407780E-2,-5.389904916E-1,6.854125166E-1
2.275119987E1,3.743752181E-1,-1.591471767E-1,-2.885489827E-1,4.987435646E-1
2.276113088E1,3.402960373E-1,-1.856403261E-1,-3.528268397E-2,3.892410454E-1
2.277106088E1,2.639576402E-1,-2.426582801E-1,1.984556687E-1,4.098064533E-1
2.278099088E1,1.810257035E-1,-2.852230865E-1,3.687529010E-1,5.001012061E-1
2.279092187E1,1.101022667E-1,-3.139212209E-1,3.988549519E-1,5.193787777E-1
2.280085187E1,6.342182457E-2,-3.528794646E-1,4.240541124E-1,5.553090443E-1
2.281078187E1,6.226736493E-2,-4.182127440E-1,3.819161528E-1,5.697710696E-1
2.282071288E1,8.107018322E-2,-4.946609956E-1,3.055597025E-1,5.870507704E-1
2.283064288E1,7.106837466E-2,-6.184342718E-1,1.833394468E-1,6.489414574E-1
2.284057287E1,1.031969974E-1,-7.110471511E-1,7.755220592E-2,7.226700603E-1
2.285050388E1,1.521610697E-1,-8.014544606E-1,2.333389878E-2,8.161045977E-1
2.286043388E1,2.809055755E-1,-8.559598660E-1,3.120366633E-2,9.014149452E-1
2.287036487E1,3.528622884E-1,-9.187724108E-1,1.125472069E-1,9.906166822E-1
2.288029487E1,4.190860987E-1,-9.962778389E-1,1.987901294E-1,1.098963241E0
2.289022487E1,4.750843714E-1,-1.040868706E0,3.496015155E-1,1.196383735E0
2.290015588E1,5.446804903E-1,-1.024743254E0,4.645981210E-1,1.250050794E0
2.291008588E1,5.377694468E-1,-9.048864430E-1,4.940762740E-1,1.162809880E0
2.292001588E1,3.460367605E-1,-8.369470596E-1,4.030976915E-1,9.913170881E-1
2.292994687E1,1.540256006E-1,-7.127358270E-1,1.645155054E-1,7.475169538E-1
2.293987687E1,8.603322677E-2,-5.470935631E-1,-6.280494332E-2,5.573666152E-1
2.294980687E1,1.473909111E-1,-5.013016784E-1,-1.775121117E-1,5.518496201E-1
2.295973788E1,3.872650395E-1,-4.774742746E-1,-2.231326729E-1,6.540214702E-1
2.296966788E1,7.135791416E-1,-3.761589843E-1,-1.663930464E-1,8.236367031E-1
2.297959788E1,8.318352775E-1,-1.826044518E-1,-3.526806593E-2,8.523720732E-1
2.298952887E1,6.601974249E-1,4.609769404E-2,1.414862466E-1,6.767599243E-1
2.299945887E1,3.368037146E-1,3.757227820E-1,3.450477040E-1,6.112792072E-1
2.300938988E1,-5.697044536E-2,7.275146645E-1,6.170905817E-1,9.556798652E-1
2.301931988E1,-3.636944747E-1,1.021951209E0,7.226024187E-1,1.303384901E0
2.302924988E1,-6.026833346E-1,1.222743425E0,7.080334961E-1,1.536112013E0
2.303918087E1,-7.213626628E-1,1.266088250E0,5.462574112E-1,1.556194302E0
2.304911087E1,-7.219542548E-1,1.248721434E0,2.234759045E-1,1.459611129E0
2.305904087E1,-5.190881044E-1,1.196619819E0,-2.173456836E-1,1.322342845E0
2.306897188E1,-1.663787207E-1,1.142926008E0,-5.307728148E-1,1.271094614E0
2.307890188E1,1.777287510E-1,1.021216214E0,-6.433363938E-1,1.219980237E0
2.308883187E1,4.122599861E-1,8.977487469E-1,-6.027999866E-1,1.157272195E0
2.309876288E1,5.788440903E-1,7.756074286E-1,-3.959500551E-1,1.045659510E0
2.310869288E1,6.112566684E-1,6.380277067E-1,-3.164747000E-2,8.841468383E-1
2.311862288E1,5.771953947E-1,5.016408169E-1,4.012879783E-1,8.636145404E-1
2.312855387E1,4.428220667E-1,4.054336542E-1,8.136494136E-1,1.011184058E0
2.313848387E1,2.898945732E-1,3.814027673E-1,1.180608974E0,1.274105366E0
2.314841488E1,1.484907724E-1,3.703801811E-1,1.440887838E0,1.495121650E0
2.315834488E1,1.361085624E-3,3.799006176E-1,1.489874057E0,1.537547084E0
2.316827488E1,-9.793647677E-2,3.562614942E-1,1.334346306E0,1.384555478E0
2.317820925E1,-2.071047239E-1,3.531285560E-1,9.590527099E-1,1.042772384E0
2.318813925E1,-2.551862320E-1,3.830195224E-1,4.342364538E-1,6.327600377E-1
2.319806925E1,-3.432889346E-1,3.749749231E-1,-6.662492931E-2,5.127303061E-1
2.320800025E1,-3.919453702E-1,3.358664060E-1,-3.474105638E-1,6.221908998E-1
2.321793025E1,-5.344618231E-1,2.608893138E-1,-4.797254527E-1,7.641002450E-1
2.322786025E1,-6.596717602E-1,1.425878620E-1,-5.970796555E-1,9.011116716E-1
2.323779125E1,-6.150820631E-1,9.603291571E-2,-6.423037755E-1,8.944844355E-1
2.324772125E1,-5.375062490E-1,5.821838737E-2,-6.068047446E-1,8.127203372E-1
2.325765125E1,-4.504978529E-1,9.374256134E-3,-4.888038397E-1,6.648047727E-1
2.326758225E1,-4.094407511E-1,-7.758261144E-2,-4.094395816E-1,5.842102030E-1
2.327751225E1,-4.151818398E-1,-1.325172025E-1,-4.417799467E-1,6.205693276E-1
2.328744325E1,-4.627682349E-1,-2.054892844E-1,-4.990890920E-1,7.109642797E-1
2.329737325E1,-5.558378548E-1,-2.716949683E-1,-5.350629169E-1,8.179646702E-1
2.330730325E1,-5.856986350E-1,-2.961831075E-1,-5.910769039E-1,8.832549069E-1
2.331723425E1,-5.754850110E-1,-3.360272044E-1,-6.380727303E-1,9.226234818E-1
2.332716425E1,-5.159394519E-1,-3.121775812E-1,-7.166815281E-1,9.366326777E-1
2.333709425E1,-5.151500778E-1,-4.355813134E-1,-9.884922713E-1,1.196757141E0
2.334702525E1,-4.058540690E-1,-5.188041490E-1,-1.145395871E0,1.321289890E0
2.335695525E1,-2.185898249E-1,-5.092609084E-1,-1.211168861E0,1.331937759E0
2.336688525E1,-5.870297536E-2,-5.098748660E-1,-1.259723555E0,1.360265362E0
2.337681625E1,5.102426559E-3,-5.515655136E-1,-1.331040291E0,1.440804916E0
2.338674625E1,2.885688633E-2,-5.635949904E-1,-1.295326667E0,1.412920099E0
2.339667625E1,7.969455265E-2,-5.757332253E-1,-1.168543829E0,1.305110972E0
2.340660725E1,9.199292824E-2,-6.357543093E-1,-1.030536091E0,1.214352039E0
2.341653725E1,7.311285362E-2,-6.757404935E-1,-9.383026958E-1,1.158612382E0
2.342646825E1,8.100615621E-2,-6.947334194E-1,-8.633758897E-1,1.111141057E0
2.343639825E1,4.913225278E-2,-7.303429627E-1,-8.104112256E-1,1.092053651E0
2.344632825E1,-4.025077075E-3,-7.682434452E-1,-8.061959678E-1,1.113627465E0
2.345625925E1,-5.311917678E-2,-7.979502243E-1,-8.017889214E-1,1.132436171E0
2.346618925E1,-8.667137727E-2,-8.057293600E-1,-7.204757863E-1,1.084341776E0
2.347611925E1,-1.330286877E-1,-7.746391296E-1,-6.349596727E-1,1.010413875E0
2.348605025E1,-1.644273587E-1,-7.398522896E-1,-4.967583919E-1,9.061935039E-1
2.349598025E1,-1.527550737E-1,-6.363823003E-1,-4.043671221E-1,7.693044352E-1
2.350591025E1,-1.012131833E-1,-5.310868102E-1,-3.627337772E-1,6.510553752E-1
2.351584125E1,-1.037127949E-1,-4.502630872E-1,-3.476941538E-1,5.782598171E-1
2.352577125E1,-8.907268256E-2,-3.735470331E-1,-3.527338690E-1,5.214331319E-1
2.353570225E1,-1.300296508E-1,-2.901300699E-1,-2.836460924E-1,4.260730844E-1
2.354563225E1,-1.656403635E-1,-1.805725443E-1,-2.142244399E-1,3.254770106E-1
2.355556225E1,-1.692562086E-1,-4.917157531E-2,-1.133892059E-1,2.095772411E-1
2.356549325E1,-2.231935570E-1,1.272237182E-2,8.909460962E-2,2.406555051E-1
2.357542325E1,-2.877160469E-1,8.450629950E-2,2.880087000E-1,4.157774039E-1
2.358535325E1,-3.726996253E-1,1.508792138E-1,5.081598777E-1,6.479938342E-1
2.359528425E1,-4.526733094E-1,1.895339870E-1,7.260277176E-1,8.763289930E-1
2.360521425E1,-5.226093708E-1,2.149378002E-1,9.053963202E-1,1.067268152E0
2.361514425E1,-5.496827102E-1,2.803079170E-1,1.052155001E0,1.219735117E0
2.362507525E1,-4.865550005E-1,4.030988610E-1,1.205284808E0,1.360858527E0
2.363500525E1,-3.700195540E-1,4.605436617E-1,1.288607047E0,1.417576472E0
2.364493525E1,-3.138892074E-1,4.464986497E-1,1.200729827E0,1.318953978E0
2.365486625E1,-2.825843842E-1,4.900311702E-1,7.963194358E-1,9.767850971E-1
2.366479625E1,-2.455025120E-1,5.269113135E-1,2.874409354E-1,6.484823105E-1
2.367472725E1,-1.926964536E-1,4.655974102E-1,-8.300824285E-2,5.106889856E-1
2.368465725E1,-2.488719700E-1,3.077997708E-1,-4.156212580E-1,5.739503345E-1
2.369458725E1,-3.273087135E-1,2.380951130E-1,-5.761536402E-1,7.041117055E-1
2.370451825E1,-5.149900103E-1,1.110772169E-1,-4.507402200E-1,6.933394585E-1
2.371444825E1,-5.424574520E-1,3.617730796E-2,-3.693101406E-2,5.449153922E-1
2.372437825E1,-3.030490543E-1,1.229277688E-1,6.439047432E-1,7.221933841E-1
2.373430925E1,3.523298264E-2,2.212066001E-1,1.335955460E0,1.354603527E0
2.374423925E1,2.916431831E-1,3.403751940E-1,1.756649762E0,1.812933922E0
2.375416925E1,4.252045887E-1,3.744942820E-1,1.836847833E0,1.922252552E0
2.376410025E1,4.621082304E-1,3.170640993E-1,1.626016533E0,1.719884713E0
2.377403025E1,4.095949714E-1,2.348551708E-1,1.102235234E0,1.199102791E0
2.378396125E1,2.779015319E-1,1.770057428E-1,4.835162026E-1,5.851053004E-1
2.379389125E1,1.159706055E-1,1.607159847E-1,-7.782000840E-2,2.129196158E-1
2.380382125E1,4.829800129E-3,1.140937954E-1,-5.168605345E-1,5.293255457E-1
2.381375225E1,5.202706307E-3,7.697450101E-2,-8.072256625E-1,8.109040708E-1
2.382368225E1,5.235556696E-2,2.763803422E-2,-9.874146295E-1,9.891878572E-1
2.383361225E1,2.156548150E-1,-5.205308318E-2,-1.068667538E0,1.091451708E0
2.384354325E1,4.487602066E-1,-1.406033170E-1,-9.670967245E-1,1.075374860E0
2.385347325E1,7.054528275E-1,-1.745148289E-1,-7.075785828E-1,1.014291165E0
2.386340325E1,8.698145512E-1,-2.560016263E-1,-3.281194299E-1,9.642492138E-1
2.387333425E1,8.743400037E-1,-3.294876784E-1,-5.422707796E-3,9.343778562E-1
2.388326425E1,7.938133192E-1,-3.985713619E-1,1.605540168E-1,9.026496046E-1
2.389319425E1,7.031699283E-1,-5.248308742E-1,2.652080673E-1,9.166409949E-1
2.390312525E1,6.327196044E-1,-5.764021468E-1,2.787028563E-1,9.001382198E-1
2.391305525E1,5.852361202E-1,-6.102341366E-1,3.004083055E-1,8.972915735E-1
2.392298625E1,5.204352298E-1,-6.629368454E-1,4.645934433E-1,9.623851396E-1
2.393291625E1,4.261601699E-1,-6.956865156E-1,6.910952818E-1,1.069207607E0
2.394284625E1,3.629888985E-1,-6.940241522E-1,8.815572220E-1,1.179225848E0
2.395277725E1,2.596909270E-1,-7.153939712E-1,1.026967535E0,1.278237157E0
2.396270725E1,1.219925067E-1,-7.297722745E-1,1.025344348E0,1.264429032E0
2.397263725E1,7.378469869E-2,-7.627780527E-1,9.069557726E-1,1.187368230E0
2.398256825E1,1.122818895E-1,-8.290164810E-1,6.677736622E-1,1.070419176E0
2.399249825E1,8.662861951E-2,-9.203406340E-1,3.062502587E-1,9.738175503E-1
2.400242825E1,7.499726504E-2,-9.948674905E-1,-1.193767548E-2,9.977617058E-1
2.401235925E1,2.975611500E-2,-9.552496809E-1,-2.758634484E-1,9.947301249E-1
2.402228925E1,-8.301979110E-2,-9.149910164E-1,-3.441308606E-1,9.810845504E-1
2.403221925E1,-1.649844521E-1,-8.486110854E-1,-3.637687343E-1,9.379170197E-1
2.404215025E1,-2.191320080E-1,-7.232017583E-1,-4.987750965E-1,9.054370309E-1
2.405208025E1,-2.371170200E-1,-6.646132421E-1,-5.346313924E-1,8.853055792E-1
2.406201025E1,-1.895829575E-1,-6.054967225E-1,-3.782832778E-1,7.386922342E-1
2.407194125E1,-1.803914999E-1,-5.450388515E-1,-1.414026314E-1,5.912724812E-1
2.408187125E1,-2.115605946E-1,-4.290575749E-1,-1.453617811E-2,4.786017010E-1
2.409180225E1,-2.295085499E-1,-3.534671098E-1,-3.020028412E-2,4.225224602E-1
2.410173225E1,-2.377784863E-1,-2.645607805E-1,-2.367976159E-1,4.273220402E-1
2.411166225E1,-1.661889786E-1,-1.554523212E-1,-5.921954763E-1,6.344128647E-1
2.412159325E1,-6.207747661E-2,-1.024104738E-1,-8.695984966E-1,8.778058233E-1
2.413152325E1,-3.829049170E-3,-5.057081401E-2,-9.417051905E-1,9.430698462E-1
2.414145325E1,-1.254973277E-2,5.690685689E-2,-9.163849926E-1,9.182359941E-1
2.415138425E1,-1.131929588E-1,1.829751652E-1,-6.773063779E-1,7.106591916E-1
2.416131425E1,-1.932680921E-1,3.404851216E-1,-2.410906416E-1,4.597905729E-1
2.417124425E1,-2.788893825E-1,5.167213708E-1,1.831605220E-1,6.150837663E-1
2.418117129E1,-2.891035911E-1,6.852410495E-1,4.201879334E-1,8.542213307E-1
2.419110129E1,-1.227402194E-1,8.385667384E-1,2.986453700E-1,8.985813225E-1
2.420103129E1,1.322083233E-1,8.789616430E-1,-6.468014538E-2,8.911992660E-1
2.421096229E1,4.394637915E-1,8.832295257E-1,-4.460840821E-1,1.082688241E0
2.422089229E1,5.876810604E-1,8.737827641E-1,-6.512090850E-1,1.238118985E0
2.423082229E1,6.325912580E-1,8.984422266E-1,-5.824493372E-1,1.243630719E0
2.424075329E1,6.822170889E-1,9.282291126E-1,-3.633594292E-1,1.207915360E0
2.425068329E1,7.349135850E-1,1.029185384E0,2.349001944E-2,1.264860590E0
2.426061429E1,7.526451203E-1,1.215000542E0,4.794184738E-1,1.507495627E0
2.427054429E1,6.536467892E-1,1.331594607E0,8.459587884E-1,1.707642993E0
2.428047429E1,4.531327544E-1,1.378736029E0,1.071616289E0,1.804052050E0
2.429040529E1,1.815874017E-1,1.350955907E0,1.125257476E0,1.767557703E0
2.430033529E1,-1.189112433E-1,1.281250665E0,1.021112718E0,1.642685098E0
2.431026529E1,-3.318410365E-1,1.234541352E0,8.221267068E-1,1.519902347E0
2.432019629E1,-4.735537165E-1,1.200804087E0,6.323436284E-1,1.437373313E0
2.433012629E1,-5.314535768E-1,1.210083618E0,4.976424909E-1,1.412229909E0
2.434005629E1,-6.358196519E-1,1.177925102E0,2.994359136E-1,1.371654490E0
2.434998729E1,-7.459594870E-1,1.123582249E0,7.683299839E-2,1.350850079E0
2.435991729E1,-8.215605502E-1,1.039890466E0,-3.985345244E-2,1.325866591E0
2.436984729E1,-8.576654989E-1,9.060740125E-1,-1.743744957E-1,1.259748661E0
2.437977829E1,-8.396736894E-1,7.738310444E-1,-2.619938529E-1,1.171540511E0
2.438970829E1,-7.370917460E-1,6.263560796E-1,-2.727702713E-1,1.005002389E0
2.439963829E1,-7.114873733E-1,4.832869917E-1,-2.374022180E-1,8.922670071E-1
2.440956929E1,-6.999082784E-1,3.850221938E-1,-1.511037469E-1,8.129858733E-1
2.441949929E1,-7.006261703E-1,3.383614129E-1,-3.264032722E-2,7.787367123E-1
2.442942929E1,-6.835272306E-1,3.310167253E-1,-1.871459842E-2,7.596919005E-1
2.443936029E1,-7.382100260E-1,3.260506850E-1,-9.061488569E-2,8.120801371E-1
2.444929029E1,-7.804834948E-1,3.199251419E-1,-1.854163778E-1,8.636468116E-1
2.445922129E1,-8.017916257E-1,3.186937183E-1,-2.867842931E-1,9.092198457E-1
2.446915129E1,-8.766224644E-1,2.649876273E-1,-4.162457407E-1,1.005955220E0
2.447908129E1,-8.504602674E-1,2.553046381E-1,-5.452154374E-1,1.041980325E0
2.448901229E1,-7.773039982E-1,2.545415765E-1,-7.502293432E-1,1.109881519E0
2.449894229E1,-6.890477331E-1,2.073808587E-1,-9.371162957E-1,1.181516208E0
2.450887229E1,-6.033202426E-1,2.028691471E-1,-1.116558573E0,1.285244822E0
2.451880329E1,-5.664365910E-1,1.789616364E-1,-1.183307464E0,1.324044649E0
2.452873329E1,-6.079790117E-1,1.532064056E-1,-1.191335691E0,1.346250872E0
2.453866329E1,-6.276313573E-1,1.222225946E-1,-1.203084501E0,1.362450660E0
2.454859429E1,-5.654083581E-1,1.039588165E-1,-1.062565969E0,1.208114434E0
2.455852429E1,-5.470874966E-1,1.354887575E-1,-9.602075350E-1,1.113400396E0
2.456845429E1,-5.543368015E-1,8.034191251E-2,-8.593494970E-1,1.025780518E0
2.457838529E1,-5.682923511E-1,3.537448525E-2,-7.968328214E-1,9.793620861E-1
2.458831529E1,-5.935271797E-1,-1.879879832E-3,-8.401256061E-1,1.028634571E0
2.459824529E1,-6.139922883E-1,-5.060999036E-2,-8.655750275E-1,1.062434953E0
2.460817629E1,-5.636980475E-1,-1.058147228E-1,-8.406717360E-1,1.017684240E0
2.461810629E1,-4.858930957E-1,-1.815256405E-1,-8.090751368E-1,9.610651568E-1
2.462803729E1,-3.687137246E-1,-2.671125054E-1,-8.423031092E-1,9.574828609E-1
2.463796729E1,-3.012507431E-1,-3.327428234E-1,-8.503254890E-1,9.615213123E-1
2.464789729E1,-2.086723624E-1,-3.656088531E-1,-7.961019194E-1,9.005510837E-1
2.465782829E1,-2.244966821E-1,-3.781470376E-1,-7.420631218E-1,8.625842678E-1
2.466775829E1,-2.513545516E-1,-3.746767151E-1,-6.974231386E-1,8.306387818E-1
2.467768829E1,-2.038979647E-1,-3.431701630E-1,-7.580950177E-1,8.567661271E-1
2.468761929E1,-8.883411616E-2,-2.549497122E-1,-7.684416658E-1,8.144896866E-1
2.469754929E1,3.149485767E-2,-1.811034715E-1,-6.886353582E-1,7.127475360E-1
2.470747929E1,1.091562603E-1,-1.793721110E-1,-6.094348222E-1,6.445930855E-1
2.471741029E1,2.314292872E-1,-1.724759048E-1,-5.908260584E-1,6.575582742E-1
2.472734029E1,2.756771415E-1,-2.220164394E-1,-6.119157958E-1,7.069159263E-1
2.473727029E1,2.756003237E-1,-2.605057365E-1,-6.346825147E-1,7.393515210E-1
2.474720129E1,3.513177464E-1,-1.935036618E-1,-6.605833411E-1,7.728118637E-1
2.475713129E1,3.746059638E-1,-6.474680364E-2,-6.255374694E-1,7.319965180E-1
2.476706129E1,4.521407743E-1,1.075735652E-1,-3.923522633E-1,6.082299321E-1
2.477699229E1,4.982971597E-1,3.058292592E-1,-4.580065548E-2,5.864548535E-1
2.478692229E1,3.593063586E-1,4.674650109E-1,3.849099272E-1,7.041166436E-1
2.479685229E1,1.609326240E-1,6.174080855E-1,7.832532477E-1,1.010236459E0
2.480678329E1,3.563278601E-2,6.647664392E-1,1.135115882E0,1.315930157E0
2.481671329E1,2.003804259E-2,8.149989510E-1,1.253100999E0,1.494953821E0
2.482664329E1,2.877195552E-3,8.483590704E-1,1.238153177E0,1.500914615E0
2.483657429E1,2.787360393E-2,8.863636333E-1,9.504467779E-1,1.299910191E0
2.484650429E1,3.002969161E-2,9.535773772E-1,4.823338956E-1,1.069045174E0
2.485643429E1,3.314479575E-2,9.198804581E-1,7.747853100E-2,9.237324058E-1
2.486636529E1,3.008699432E-2,8.800778764E-1,-1.538969618E-1,8.939387958E-1
2.487629529E1,6.069724135E-2,8.640646917E-1,-1.852158183E-1,8.857747151E-1
2.488622629E1,2.847652495E-2,8.600733823E-1,-7.339191198E-2,8.636686333E-1
2.489615629E1,2.107709281E-2,8.052569050E-1,1.172243947E-1,8.140174971E-1
2.490608629E1,1.011256944E-1,7.914639080E-1,2.006296635E-1,8.227355502E-1
2.491601729E1,2.050312281E-1,7.641591650E-1,1.560756344E-1,8.064345216E-1
2.492594729E1,2.528640103E-1,6.764070761E-1,-2.035064936E-2,7.224132400E-1
2.493587729E1,2.514792435E-1,5.828223896E-1,-3.552165967E-1,7.273943761E-1
2.494580829E1,1.708671165E-1,4.933863026E-1,-6.826548260E-1,8.594435564E-1
2.495573829E1,2.487880625E-2,4.044969302E-1,-8.656785232E-1,9.558430975E-1
2.496566829E1,-5.217894450E-2,3.056608593E-1,-9.192793643E-1,9.701678993E-1
2.497559929E1,-6.787827998E-2,2.315345371E-1,-8.859145671E-1,9.181831642E-1
2.498552929E1,-1.024242148E-2,1.672052246E-1,-8.444338346E-1,8.608896534E-1
2.499545929E1,1.967881890E-1,1.462564051E-1,-9.164995980E-1,9.487296984E-1
2.500539029E1,4.022008748E-1,8.401396394E-2,-9.938898361E-1,1.075472406E0
2.501532029E1,6.285220344E-1,-3.593055546E-2,-9.803307277E-1,1.165066216E0
2.502525029E1,7.727498943E-1,-1.357173836E-1,-8.451442713E-1,1.153182746E0
2.503518129E1,8.852335127E-1,-1.770203608E-1,-6.122157580E-1,1.090771614E0
2.504511129E1,9.858883600E-1,-2.041134346E-1,-3.284497976E-1,1.059017196E0
2.505504129E1,1.045504378E0,-1.551143521E-1,-5.493108273E-2,1.058374835E0
2.506497229E1,1.031672497E0,-6.025965035E-2,1.020046771E-1,1.038452850E0
2.507490229E1,1.015053541E0,6.873694360E-2,2.166732538E-1,1.040195057E0
2.508483329E1,1.009368147E0,1.700592506E-1,2.697987163E-1,1.058553519E0
2.509476329E1,8.883623578E-1,2.533037210E-1,2.515524799E-1,9.574074910E-1
2.510469329E1,8.201699361E-1,3.545710641E-1,2.298762667E-1,9.226280191E-1
